,p,td,ts,o,tu,datetime,lx,ly
1246,4.103897572,1131.910522,,17.78425026,1.664256454,2023-12-16 14:20:09,0.0,0.0
1247,4.750597954,1131.0625,,10.17531013,1.401142001,2023-12-16 14:20:16,0.0,0.0
1248,5.460579872,1132.268921,,2.572820663,1.492147684,2023-12-16 14:20:23,0.0,0.0
1249,5.295144558,1131.823608,,2.82747221,1.500915885,2023-12-16 14:20:30,0.0,0.0
1250,4.897880554,1133.153931,,3.929889917,1.493477345,2023-12-16 14:20:38,0.0,0.0
1251,4.854153156,1131.984497,,4.092674255,1.472420692,2023-12-16 14:20:45,0.0,0.0
1252,4.742256165,1131.435669,,3.398021936,1.461984992,2023-12-16 14:20:52,0.0,0.0
1253,5.290528297,1131.721069,,1.970036507,1.460574746,2023-12-16 14:20:59,0.0,0.0
1254,5.190563679,1132.612671,,1.604175806,1.45396626,2023-12-16 14:21:06,0.0,0.0
1255,5.033025742,1132.510498,,1.460732579,1.441048622,2023-12-16 14:21:13,0.0,0.0
1256,4.897332191,1132.122925,,2.606666565,1.444150805,2023-12-16 14:21:20,0.0,0.0
1257,4.911213398,1132.327515,,2.708204985,1.430588126,2023-12-16 14:21:27,0.0,0.0
1258,4.952478409,1131.684814,,2.060292959,1.389577746,2023-12-16 14:21:34,0.0,0.0
1259,4.512717724,1131.501831,,2.879047632,1.371510148,2023-12-16 14:21:41,0.0,0.0
1260,4.497231007,1132.45166,,3.541465044,1.354554892,2023-12-16 14:21:48,0.0,0.0
1261,4.476307869,1133.000488,,3.597875357,1.392156243,2023-12-16 14:21:55,0.0,0.0
1262,4.443554878,1132.203369,,4.935604572,1.378029346,2023-12-16 14:22:02,0.0,0.0
1263,6.229333878,1133.476074,,0.856336951,1.355885029,2023-12-16 14:22:09,0.0,0.0
1264,5.472853661,1132.736938,,1.067472577,1.32894516,2023-12-16 14:22:16,0.0,0.0
1265,4.555383682,1133.088135,,2.461611748,1.376273394,2023-12-16 14:22:23,0.0,0.0
1266,4.261264801,1129.310913,,4.708351135,1.338059425,2023-12-16 14:22:30,0.0,0.0
1267,4.345880508,1133.05896,,3.104688883,1.291174293,2023-12-16 14:22:37,0.0,0.0
1268,4.386221886,1133.249023,,3.127252817,1.288652062,2023-12-16 14:22:44,0.0,0.0
1269,4.388274193,1133.088135,,3.272307634,1.29539752,2023-12-16 14:22:51,0.0,0.0
1270,4.21394825,1132.283813,,4.118461609,1.319733858,2023-12-16 14:22:58,0.0,0.0
1271,4.085948467,1133.615356,,5.543222904,1.328276157,2023-12-16 14:23:05,0.0,0.0
1272,4.097948551,1133.044434,,6.961538792,1.340275764,2023-12-16 14:23:12,0.0,0.0
1273,4.021059513,1133.761353,,7.153332233,1.362654209,2023-12-16 14:23:19,0.0,0.0
1274,4.018564701,1133.505127,,6.112161636,1.355651259,2023-12-16 14:23:26,0.0,0.0
1275,4.041573048,1133.015381,,7.926960468,1.377658725,2023-12-16 14:23:33,0.0,0.0
1276,4.019281864,1132.663696,,8.10747242,1.391737461,2023-12-16 14:23:41,0.0,0.0
1277,4.07107687,1133.043823,,8.059120178,1.379415989,2023-12-16 14:23:48,0.0,0.0
1278,4.132990837,1133.110229,,7.06307745,1.392599583,2023-12-16 14:23:55,0.0,0.0
1279,4.165263653,1132.817139,,6.985714436,1.363790154,2023-12-16 14:24:02,0.0,0.0
1280,4.17377615,1132.854004,,7.327398777,1.379222393,2023-12-16 14:24:09,0.0,0.0
1281,4.590768337,1133.366089,,2.956410408,1.131210566,2023-12-16 14:24:16,0.0,0.0
1282,4.460855007,1132.488281,,4.985567093,1.343111992,2023-12-16 14:24:23,0.0,0.0
1283,4.468034744,1132.72998,,2.742051125,1.347931027,2023-12-16 14:24:30,0.0,0.0
1284,4.450188637,1133.007813,,3.277143002,1.323030114,2023-12-16 14:24:37,0.0,0.0
1285,4.402461052,1133.658936,,3.011208534,1.327292919,2023-12-16 14:24:44,0.0,0.0
1286,4.48779583,1132.605347,,2.677582502,1.361598015,2023-12-16 14:24:51,0.0,0.0
1287,4.409025669,1133.110718,,3.054725647,1.36470902,2023-12-16 14:24:58,0.0,0.0
1288,4.340923309,1133.27124,,4.519781113,1.354337573,2023-12-16 14:25:05,0.0,0.0
1289,4.413846493,1132.657227,,3.855750799,1.336705208,2023-12-16 14:25:12,0.0,0.0
1290,4.353708744,1131.479858,,5.80271101,1.308854938,2023-12-16 14:25:19,0.0,0.0
1291,4.375897884,1132.781494,,5.012966633,1.285710335,2023-12-16 14:25:26,0.0,0.0
1292,4.325608253,1132.56189,,7.385420799,1.279996753,2023-12-16 14:25:33,0.0,0.0
1293,4.267454147,1132.83252,,6.357142925,1.286967635,2023-12-16 14:25:40,0.0,0.0
