,p,td,ts,o,tu,datetime,lx,ly
1650,10.10898304,679.4570923,,1269.416138,2667.0,2023-12-25 18:10:43,0.0,0.0
1651,10.16603279,648.9486084,,1258.295288,2667.0,2023-12-25 18:10:50,0.0,0.0
1652,10.19859982,564.8988647,,1266.402222,2667.0,2023-12-25 18:10:57,0.0,0.0
1653,10.20792484,543.4860229,,1263.670288,2667.0,2023-12-25 18:11:04,0.0,0.0
1654,10.15813446,541.8855591,,1263.493042,2667.0,2023-12-25 18:11:11,0.0,0.0
1655,10.17209721,540.4319458,,1256.901123,2667.0,2023-12-25 18:11:18,0.0,0.0
1656,13.43309402,1127.976685,,1246.634399,2667.0,2023-12-25 18:11:25,0.0,0.0
1657,14.08990574,1128.837036,,1283.107666,2667.0,2023-12-25 18:11:32,0.0,0.0
1658,13.92968845,1132.305298,,1298.080566,2667.0,2023-12-25 18:11:39,0.0,0.0
1659,13.40075493,1128.822388,,1298.636597,2667.0,2023-12-25 18:11:46,0.0,0.0
1660,13.3845892,1133.424805,,1313.150146,2667.0,2023-12-25 18:11:53,0.0,0.0
1661,13.30976105,1133.746582,,1309.064453,2667.0,2023-12-25 18:12:00,0.0,0.0
1662,13.41802597,1134.186157,,1313.375854,2667.0,2023-12-25 18:12:07,0.0,0.0
1663,13.05473614,1135.057373,,1313.988281,2667.0,2023-12-25 18:12:14,0.0,0.0
1664,13.13222504,1130.982544,,1310.523071,2667.0,2023-12-25 18:12:21,0.0,0.0
1665,13.08000088,1134.441772,,1308.121582,2667.0,2023-12-25 18:12:28,0.0,0.0
1666,13.19694805,1134.032227,,1311.506226,2667.0,2023-12-25 18:12:35,0.0,0.0
1667,12.53333378,1134.962402,,1314.133301,2667.0,2023-12-25 18:12:43,0.0,0.0
1668,12.64178848,1134.89624,,1311.199951,2667.0,2023-12-25 18:12:50,0.0,0.0
1669,12.82230854,1133.343872,,1313.947998,2667.0,2023-12-25 18:12:57,0.0,0.0
1670,12.85923672,1133.109985,,1313.835205,2667.0,2023-12-25 18:13:04,0.0,0.0
1671,13.30700302,1133.278687,,1313.851318,2667.0,2023-12-25 18:13:11,0.0,0.0
1672,13.35624599,1131.816284,,1316.228516,2667.0,2023-12-25 18:13:18,0.0,0.0
1673,12.7588253,1133.886475,,1312.706909,2667.0,2023-12-25 18:13:25,0.0,0.0
1674,12.85014439,1137.589478,,1312.594116,2667.0,2023-12-25 18:13:32,0.0,0.0
1675,12.44817638,1139.153564,,1314.931152,2667.0,2023-12-25 18:13:39,0.0,0.0
1676,12.26416302,1135.658325,,1316.857178,2667.0,2023-12-25 18:13:46,0.0,0.0
1677,12.31170464,1136.942261,,1312.118652,2667.0,2023-12-25 18:13:53,0.0,0.0
1678,12.3965435,1136.33374,,1311.087158,2667.0,2023-12-25 18:14:00,0.0,0.0
1679,12.41606903,1136.656738,,1313.04541,2667.0,2023-12-25 18:14:07,0.0,0.0
1680,12.60935688,1139.668579,,1308.4198,2667.0,2023-12-25 18:14:14,0.0,0.0
1681,12.71831322,1139.300903,,1313.915771,2667.0,2023-12-25 18:14:21,0.0,0.0
1682,12.65069962,1139.646973,,1316.035156,2667.0,2023-12-25 18:14:28,0.0,0.0
1683,12.65427876,1137.823853,,1315.535522,2667.0,2023-12-25 18:14:35,0.0,0.0
1684,12.48643875,1137.037964,,1316.405884,2667.0,2023-12-25 18:14:42,0.0,0.0
1685,12.36870766,1136.495361,,1316.019043,2667.0,2023-12-25 18:14:49,0.0,0.0
1686,12.48372746,1136.106445,,1316.010986,2667.0,2023-12-25 18:14:56,0.0,0.0
1687,12.43173122,1137.119141,,1316.010986,2667.0,2023-12-25 18:15:03,0.0,0.0
1688,13.10774231,1137.47168,,1314.906982,2667.0,2023-12-25 18:15:10,0.0,0.0
1689,12.9401741,1137.178223,,1314.560425,2667.0,2023-12-25 18:15:17,0.0,0.0
1690,12.64688683,1137.507935,,1313.996338,2667.0,2023-12-25 18:15:24,0.0,0.0
1691,12.61335564,1133.022339,,1308.983887,2667.0,2023-12-25 18:15:31,0.0,0.0
1692,12.54798985,1137.816528,,1309.411011,2667.0,2023-12-25 18:15:39,0.0,0.0
1693,12.33784103,1138.566162,,1315.753174,2667.0,2023-12-25 18:15:46,0.0,0.0
1694,12.15493298,1138.117432,,1314.141357,2667.0,2023-12-25 18:15:53,0.0,0.0
1695,11.76398563,1137.479126,,1317.840332,2667.0,2023-12-25 18:16:00,0.0,0.0
1696,11.73220158,1139.668945,,1292.463745,2667.0,2023-12-25 18:16:07,0.0,0.0
1697,11.22164345,1140.095337,,1310.797119,2667.0,2023-12-25 18:16:14,0.0,0.0
1698,10.3934536,1139.440552,,1299.942139,2667.0,2023-12-25 18:16:21,0.0,0.0
1699,10.26828384,1140.419189,,1233.813232,2667.0,2023-12-25 18:16:28,0.0,0.0
1700,10.26534462,1140.190796,,1187.234497,2667.0,2023-12-25 18:16:35,0.0,0.0
1701,10.28233719,1139.278687,,1155.193481,2667.0,2023-12-25 18:16:42,0.0,0.0
1702,10.30962658,1139.036499,,1159.682007,2667.0,2023-12-25 18:16:49,0.0,0.0
1703,10.22964859,1138.566162,,1142.243164,2667.0,2023-12-25 18:16:56,0.0,0.0
